method,method_display,config_id,seed,corruption,severity,batch_size,max_batches,trainable_parameters,runtime_seconds,peak_gpu_memory_mb,optimizer_steps,lr,optimizer,num_samples,num_correct,num_wrong,error_rate,top1_accuracy,accuracy,ece_15bins_percent,mce_15bins_percent,mean_confidence,mean_predictive_entropy,mean_entropy,mean_uncertainty,mean_mutual_info,mean_ucb_score,mean_come_loss,correct_confidence,wrong_confidence,confidence_separation,correct_uncertainty,wrong_uncertainty,uncertainty_separation,correct_mutual_info,wrong_mutual_info,mutual_info_separation,correct_ucb_score,wrong_ucb_score,ucb_separation,hce_rate@0.8,hce_risk@0.8,hce_rate@0.9,hce_risk@0.9,hce_rate@0.95,hce_risk@0.95,aurc,e_aurc,selective_risk@0.80,selective_risk@0.90,selective_risk@0.95,aurc_uncertainty,aurc_ucb_score,auroc_neg_max_confidence,auroc_entropy,auroc_neg_margin,auroc_uncertainty,auroc_neg_mutual_info,auroc_neg_ucb_score,auroc_combined,auroc_error_combined,cfg_lr,cfg_optimizer,cfg_weight_decay,cfg_come_p_norm,cfg_come_tau,cfg_come_evidence_mode,cfg_lambda_come,cfg_eps,cfg_tau_c,cfg_tau_u,cfg_T_c,cfg_T_u,cfg_lambda_cal,cfg_lambda_fpa,cfg_class_balance_ema,cfg_prototype_momentum,cfg_prototype_temperature,cfg_eata_eps_scale,cfg_eata_fisher_lambda,cfg_eata_alpha_f,cfg_eata_alpha_w,cfg_sar_eps_scale,cfg_sar_rho,cfg_disable_ucb,cfg_disable_class_balance,cfg_disable_scale_norm,cfg_class_balance_count_floor,cfg_class_balance_w_clip_min,cfg_class_balance_w_clip_max
tent,Tent,tent,2,spatter,1,128,-1,38400,270.68,10072.9,391,0.0001,adam,50000,38266,11734,0.23468,76.532,76.532,4.352258250955495,9.173355822526608,0.8088425825095549,0.9016620990814476,0.9016620990814476,0.0302516610963924,0.278370105244332,0.0,0.9016620990814476,0.8761206868647913,0.5894405080884306,0.2866801787763606,0.0256267107607527,0.045334186198113,0.0197074754373602,0.240219986716754,0.4027822780393122,-0.1625622913225582,0.0,0.0,0.0,0.05646,0.0858028631348591,0.03058,0.0575569358178053,0.01622,0.0418041237113402,0.0765890419319179,0.0466024719796281,0.137125,0.1803333333333333,0.2052842105263158,0.1391057531342974,0.2129914599721323,0.8453938187177392,0.8174588698768983,0.8448303665180977,0.6673631747040406,0.3355436059253522,0.5,0.8512261622732892,0.8512261622732892,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,spatter,2,128,-1,38400,270.51,10072.9,391,0.0001,adam,50000,36075,13925,0.2785,72.15,72.15,5.889457364927978,11.965769626760991,0.780355891934149,1.0357501490740468,1.0357501490740468,0.0321039344539907,0.2923638683062308,0.0,1.0357501490740468,0.8626229713674395,0.5672295084112797,0.2953934629561597,0.0259249658544917,0.0481115676480248,0.022186601793533,0.2416068266945907,0.4238583226071226,-0.1822514959125318,0.0,0.0,0.0,0.0614,0.1007614546409347,0.0327,0.0680031610032026,0.01658,0.0471907553936357,0.0976036934672492,0.0546178163715137,0.17675,0.2238666666666666,0.249978947368421,0.1598869245861929,0.2585440330622414,0.8427701265690493,0.8193141199202241,0.8405714645456117,0.6879095232229882,0.3149228226154617,0.5,0.8478712218087443,0.8478712218087443,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,spatter,3,128,-1,38400,270.61,10072.9,391,0.0001,adam,50000,33416,16584,0.33168,66.83200000000001,66.83200000000001,7.332195900443938,13.139162335685516,0.7415872639560327,1.2414633905182084,1.2414633905182084,0.0393940919716626,0.3527370699981744,0.0,1.2414633905182084,0.8421016342934379,0.5390554140287093,0.3030462202647286,0.0307046502603287,0.0569029188063185,0.0261982685459897,0.282607430088329,0.4940450805642256,-0.2114376504758965,0.0,0.0,0.0,0.06326,0.116179981634527,0.03198,0.0774634240868133,0.01508,0.0523465703971119,0.1281707638715878,0.065815823148448,0.228775,0.2776444444444444,0.3035157894736842,0.1947922685913571,0.31354630834232,0.8383250331507818,0.8183902988966525,0.832992326642084,0.6938910631518062,0.3094279930345825,0.5,0.8429687897891666,0.8429687897891666,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,spatter,4,128,-1,38400,277.94,10072.4,391,0.0001,adam,50000,32691,17309,0.34618,65.38199999999999,65.38199999999999,7.14326931778342,13.825162949966751,0.7252138225822896,1.338659231362599,1.338659231362599,0.043284234206247,0.384698273658063,0.0,1.338659231362599,0.8316000611099814,0.5242852580373261,0.3073148030726553,0.033418195310066,0.0619179321411394,0.0284997368310734,0.3059259408428162,0.533473265400118,-0.2275473245573017,0.0,0.0,0.0,0.06042,0.116223598661178,0.03032,0.078614395353661,0.01468,0.0557031190711087,0.1374438347013245,0.0690871179027645,0.24385,0.2926666666666667,0.3188,0.2060909831631936,0.3268722656269834,0.8366149068245596,0.8166663249674425,0.8315254501885512,0.6959436859460968,0.3075766378386509,0.5,0.8412660191127938,0.8412660191127938,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,spatter,5,128,-1,38400,271.3,10072.9,391,0.0001,adam,50000,28768,21232,0.42464,57.536,57.536,9.239648870673028,16.308426641708728,0.6677564887067303,1.6536338233296672,1.6536338233296672,0.0556584001314995,0.4850099679203299,0.0,1.6536338233296672,0.7999730624507924,0.4886115003180161,0.3113615621327762,0.0415903375499699,0.0747197238101659,0.033129386260196,0.3752195124876897,0.6337690024854296,-0.2585494899977398,0.0,0.0,0.0,0.06096,0.1411503195332036,0.02842,0.0945694130174364,0.0124,0.0656779661016949,0.192367567839801,0.0857631858096593,0.326425,0.3749333333333333,0.3995578947368421,0.2687579124683146,0.4112177304630705,0.8294366767285387,0.8132739985523562,0.8218282411619962,0.6984639909010409,0.305789949412361,0.5,0.8340316669074865,0.8340316669074865,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,speckle_noise,1,128,-1,38400,279.57,10072.9,391,0.0001,adam,50000,36879,13121,0.26242,73.758,73.758,4.478534128399569,9.21080510617257,0.7822295870825835,1.0484880651504265,1.0484880651504265,0.0369637632258572,0.3363756088763334,0.0,1.0484880651504265,0.860312513923048,0.5627630632696506,0.2975494506533973,0.0306020692969073,0.0548444819520017,0.0242424126550943,0.2849889864225215,0.4808072260910373,-0.1958182396685158,0.0,0.0,0.0,0.05522,0.0899788170115691,0.02846,0.0586079077429983,0.01398,0.0419014506653878,0.0897594802628094,0.0518446132507643,0.161275,0.2076888888888889,0.2333894736842105,0.1599633055024767,0.2422730776218062,0.845146115312695,0.8195226142594303,0.8436456865752239,0.6706844322236893,0.3328134066283528,0.5,0.851587510317622,0.851587510317622,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,speckle_noise,2,128,-1,38400,266.98,10072.9,391,0.0001,adam,50000,36074,13926,0.27852,72.148,72.148,4.7726996144577845,10.377852969378388,0.7691823763862997,1.1124311682224906,1.1124311682224906,0.0389969326864567,0.3525266698278479,0.0,1.1124311682224906,0.8540291494147776,0.5493947496284861,0.3046343997862915,0.0316956175665363,0.0579103063498208,0.0262146887832845,0.2938921727692802,0.5044138482632042,-0.2105216754939239,0.0,0.0,0.0,0.0559,0.0941077441077441,0.0285,0.0612824151722358,0.0143,0.0448388310548099,0.0978561350984421,0.0548637292674885,0.176575,0.2222888888888889,0.2494736842105263,0.1689680487254233,0.2560526449290504,0.844636534738529,0.8199497245959009,0.8426406374163578,0.6768137739209709,0.3267570412394756,0.5,0.8509750691509053,0.8509750691509053,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,speckle_noise,3,128,-1,38400,269.58,10072.9,391,0.0001,adam,50000,33610,16390,0.3278,67.22,67.22,5.149356897789985,10.076444110472847,0.7236600942141935,1.376558435241328,1.376558435241328,0.05186720495529,0.4608077527263587,0.0,1.376558435241328,0.8275923384965903,0.5105324108504745,0.3170599276461158,0.0409103116578783,0.0743358555792073,0.0334255439213289,0.3750395320887175,0.6366875511175192,-0.2616480190288016,0.0,0.0,0.0,0.05122,0.0985265263724849,0.02384,0.0614496339828848,0.01024,0.0425708821817577,0.1240096618294424,0.0632070741026212,0.2223,0.2731555555555555,0.2999157894736842,0.2011461041792439,0.312437448391718,0.8458112153567126,0.8269623924356456,0.8405292611894793,0.6981934434734716,0.3061017822966269,0.5,0.8516506688808696,0.8516506688808696,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,speckle_noise,4,128,-1,38400,277.48,10072.9,391,0.0001,adam,50000,32028,17972,0.35944,64.056,64.056,5.086960369408134,9.796689621755217,0.6914296036940814,1.5664211601763207,1.5664211601763207,0.0623534945444237,0.5501049560915269,0.0,1.5664211601763207,0.8070986350891042,0.4852951869613976,0.3218034481277065,0.0495595104575731,0.085153723919766,0.0355942134621929,0.4519614141933182,0.7250071016466028,-0.2730456874532845,0.0,0.0,0.0,0.04686,0.0992796610169491,0.02028,0.0605553896685577,0.0073,0.0398254228041462,0.1420792880040572,0.0679527095351447,0.2544,0.3048444444444444,0.3314315789473684,0.222741934483501,0.3516139415000096,0.8472946567438447,0.8320262692815165,0.8402652504272984,0.7148108980621257,0.2898050004640664,0.5,0.8522689871907373,0.8522689871907373,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,speckle_noise,5,128,-1,38400,269.59,10073.3,391,0.0001,adam,50000,29224,20776,0.41552,58.448,58.448,6.182674997044728,11.734342073725768,0.6461143101208098,1.80882903518185,1.80882903518185,0.0730061383425073,0.634449165544341,0.0,1.80882903518185,0.7809998182208416,0.4563812484768297,0.3246185697440119,0.0565794611209817,0.0961122807723235,0.0395328196513418,0.5109883953977531,0.808111927710489,-0.2971235323127359,0.0,0.0,0.0,0.04432,0.1094320987654321,0.01698,0.0625690913110767,0.00518,0.0387029288702928,0.1784650655097151,0.0768299473195001,0.31435,0.3642444444444444,0.3894105263157895,0.2624288600124201,0.4203065731293675,0.8434761519271801,0.8318651560356076,0.833686641251287,0.7247185807491134,0.2799540379471417,0.5,0.847710515544637,0.847710515544637,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,zoom_blur,1,128,-1,38400,275.61,10072.9,391,0.0001,adam,50000,32982,17018,0.34036,65.964,65.964,5.886549544062462,12.617891108921398,0.7184870233869926,1.4200705090055743,1.4200705090055743,0.0528451371965352,0.4695391612641895,0.0,1.4200705090055743,0.8257715365522504,0.5105626014092903,0.3152089351429601,0.0423614114589927,0.0731632851737138,0.030801873714721,0.3881095678630725,0.6273550532347875,-0.2392454853717149,0.0,0.0,0.0,0.05374,0.1043859989899382,0.02472,0.0655529037390612,0.01026,0.045450518295384,0.132555992570588,0.0666465018257869,0.2343,0.2856888888888889,0.3121263157894737,0.2150279148215041,0.3425212899239963,0.8447110132166878,0.8287526145505464,0.8376152160518842,0.6916643142187928,0.3135778470218897,0.5,0.8508964919799877,0.8508964919799877,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,zoom_blur,2,128,-1,38400,278.66,10072.9,391,0.0001,adam,50000,30113,19887,0.39774,60.226,60.226,7.936041904423385,15.116480982763258,0.6816204190442339,1.6270095427748468,1.6270095427748468,0.0620500901164681,0.5465675488613074,0.0,1.6270095427748468,0.8038869312057985,0.4964838232418908,0.3074031079639076,0.0494051974040199,0.0811970531702194,0.0317918557661995,0.4503636935341399,0.6922399326027966,-0.2418762390686566,0.0,0.0,0.0,0.05596,0.1233577285953619,0.02278,0.0728307436536863,0.00792,0.0475847152126892,0.1706475020666999,0.0782930912366932,0.296525,0.346,0.3715368421052631,0.2621398024624072,0.4111263154795347,0.837891033163462,0.8279601018961396,0.8285864698860087,0.7003050339722791,0.3055111962069637,0.5,0.8433150045741036,0.8433150045741036,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,zoom_blur,3,128,-1,38400,266.86,10072.9,391,0.0001,adam,50000,27582,22418,0.44836,55.164,55.164,10.00718549684808,16.760932820357365,0.6516393986942246,1.7853855992429637,1.7853855992429637,0.0683837825256672,0.5970245045747515,0.0,1.7853855992429637,0.7862657742341423,0.4860017552763457,0.3002640189577966,0.0538741491845617,0.0862357187739665,0.0323615695894047,0.4878333801472084,0.7313678712426296,-0.2435344910954211,0.0,0.0,0.0,0.0594,0.1468044090751816,0.0241,0.0907652907502259,0.00762,0.0590514569125852,0.2113667330007183,0.0911550934332949,0.352475,0.4002222222222222,0.423978947368421,0.3070271369463636,0.4666921590412982,0.8289001431648649,0.8211992022890905,0.81836371604235,0.6999940158485017,0.3059281326790506,0.5,0.8337912061520687,0.8337912061520687,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,zoom_blur,4,128,-1,38400,269.35,10072.9,391,0.0001,adam,50000,24691,25309,0.50618,49.382,49.382,12.82375847436674,20.472709306207783,0.6220575847436673,1.933216315303509,1.933216315303509,0.0728082632818774,0.6302560037167195,0.0,1.933216315303509,0.7698628115263856,0.4778614942425771,0.2920013172838084,0.0561551192222054,0.0890547676865304,0.032899648464325,0.5057324151700939,0.7517389514746213,-0.2460065363045274,0.0,0.0,0.0,0.0641,0.1798540965207631,0.02578,0.1138491432609079,0.0078,0.0737658407414412,0.2641458610288708,0.1063974510005838,0.4196,0.4629333333333333,0.4846947368421053,0.3629279110595732,0.5324767617185365,0.8177802295585576,0.8128500659794397,0.805849338081039,0.6972636790933496,0.3086330585489013,0.5,0.8222698274326289,0.8222698274326289,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent,2,zoom_blur,5,128,-1,38400,270.64,10072.9,391,0.0001,adam,50000,20578,29422,0.58844,41.156,41.156,17.084427526619283,26.27292549833582,0.5824042752661929,2.1367355286184044,2.1367355286184044,0.078977185681872,0.6754439351165481,0.0,2.1367355286184044,0.7478870121958214,0.4666642249454159,0.2812227872504055,0.0592461942759981,0.0927772108722083,0.0335310165962101,0.5293099588382526,0.7776512957261179,-0.2483413368878653,0.0,0.0,0.0,0.07154,0.2406971267074894,0.02686,0.1520606884057971,0.00746,0.0959362139917695,0.348295657770398,0.1252388156948546,0.51285,0.5516444444444445,0.5702736842105263,0.4491006444687229,0.6153332196788779,0.8040691920366343,0.8022280118906607,0.7891497049919814,0.6918601157101537,0.3141622620178018,0.5,0.8083333937295895,0.8083333937295895,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,,,,,,
tent,Tent,tent_cifar100,0,brightness,3,128,-1,9600,8.71,655.2,79,1e-05,adam,10000,7220,2780,0.278,72.2,72.2,6.117517519108949,15.262647469838464,0.7762223229210824,0.9778083141573928,0.9778083141573928,0.085365249684988,0.4590252401027586,0.0,0.9778083141573928,0.882820456871283,0.4993739318705613,0.3834465250007217,0.0427998980498123,0.1959126737159121,0.1531127756660998,0.2461829846979573,1.0118026084562353,-0.765619623758278,0.0,0.0,0.0,0.0564,0.0897946186912912,0.0362,0.0649210903873744,0.0246,0.0495867768595041,0.0846392386308993,0.0418163997753817,0.166375,0.2214444444444444,0.2482105263157894,0.0977289697098854,0.2774644458411496,0.8728341288188286,0.8638474760357918,0.8728491002212081,0.8385871330636323,0.16198579086869,0.5,0.8748749476872796,0.8748749476872796,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,contrast,3,128,-1,9600,6.82,655.2,79,1e-05,adam,10000,7096,2904,0.2904,70.96000000000001,70.96000000000001,6.223776779677718,16.335567550839116,0.7679553373178467,1.017544779408118,1.017544779408118,0.0933509196782418,0.4928535249063195,0.0,1.017544779408118,0.8854695374530392,0.4808063138470043,0.4046632236060349,0.0413825990831232,0.2203368711048816,0.1789542720217583,0.2379061679651952,1.1158240637679646,-0.8779178958027694,0.0,0.0,0.0,0.0576,0.0921010553245922,0.0361,0.064823128030167,0.0235,0.0474747474747474,0.0873430412876556,0.0403740518190657,0.174,0.2291111111111111,0.2590526315789473,0.0987952793097028,0.2924915800583305,0.880892404171364,0.874291689571745,0.8797287097297667,0.8528269136998768,0.1476189103549588,0.5,0.882294102757616,0.882294102757616,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,defocus_blur,3,128,-1,9600,9.56,655.2,79,0.0001,adam,10000,7397,2603,0.2603,73.97,73.97,6.1767911529541,15.758326776484232,0.7906092460051178,0.9076518482272272,0.9076518482272272,0.075402360627226,0.4104773918327027,0.0,0.9076518482272272,0.8866594294779838,0.517661413831169,0.3689980156468148,0.0399443405406152,0.1761641641541796,0.1362198236135643,0.2307514321575621,0.921208442050534,-0.6904570098929718,0.0,0.0,0.0,0.0574,0.0883212801969533,0.0363,0.0630975143403441,0.0233,0.0454014029618082,0.0773728965399339,0.0401002728531705,0.153125,0.2056666666666666,0.2310526315789473,0.0913746685828469,0.258860485340911,0.8703754120293911,0.8611942595327995,0.8711559872239013,0.8325513904854224,0.1680355925045876,0.5,0.8732350973863573,0.8732350973863573,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,elastic_transform,3,128,-1,9600,7.76,655.2,79,1e-05,adam,10000,6825,3175,0.3175,68.25,68.25,6.217245012558997,14.217955543570316,0.737445462366566,1.1487564506103536,1.1487564506103536,0.1011758500112841,0.5412888500493581,0.0,1.1487564506103536,0.8564566059137657,0.4816183585210109,0.3748382473927548,0.0535150983653634,0.2036277019745624,0.150112603609199,0.3041585857889232,1.051025559837537,-0.7468669740486139,0.0,0.0,0.0,0.0594,0.1039370078740157,0.0355,0.072463768115942,0.0237,0.0556207463036845,0.1096073728873008,0.0528174260747635,0.210875,0.2623333333333333,0.2903157894736842,0.1253819076804095,0.3189762632278781,0.8582426350552335,0.8487711343774336,0.8577440973724437,0.8228613884802862,0.1778834184188514,0.5,0.8603599319315854,0.8603599319315854,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,fog,3,128,-1,9600,9.63,655.2,79,1e-05,adam,10000,7100,2900,0.29,71.0,71.0,6.640329957157376,16.62572304056106,0.7631267076000571,1.0396933867492295,1.0396933867492295,0.0909472385693965,0.4883801882345127,0.0,1.0396933867492295,0.8707374424377168,0.4996659429975111,0.3710714994402057,0.0480329101618105,0.1960133529465898,0.1479804427847793,0.2740001443442872,1.013241675000237,-0.7392415306559501,0.0,0.0,0.0,0.0599,0.0983256730137885,0.0382,0.0712287898564236,0.025,0.0529773257045984,0.0934998027157553,0.0466679220679663,0.18475,0.2363333333333333,0.262,0.1067832482555092,0.2925332174417358,0.8617572850898495,0.8529401408450703,0.8624058280718795,0.828213258863526,0.1723833899951432,0.5,0.8642061680427393,0.8642061680427393,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,frost,3,128,-1,9600,8.81,655.2,79,0.0001,adam,10000,6018,3982,0.3982,60.18,60.18,10.18143698401749,21.484736093254973,0.6977098979197442,1.310147204972741,1.310147204972741,0.1126860114583019,0.6022149215689022,0.0,1.310147204972741,0.8364973057132002,0.487960370018936,0.3485369356942642,0.0581591307862295,0.1950925327753617,0.1369334019891322,0.3297560842015236,1.0139821951190997,-0.6842261109175759,0.0,0.0,0.0,0.0761,0.1503061426031997,0.0476,0.1120527306967985,0.0287,0.0797000833101916,0.1672114194444795,0.0746235825228099,0.301375,0.3503333333333333,0.3742105263157895,0.1840253396901766,0.4014242183710919,0.8370304706172793,0.8302713657120052,0.8344244639261523,0.8073360072135845,0.1934759925814386,0.5,0.8390723944022613,0.8390723944022613,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,gaussian_blur,3,128,-1,9600,6.62,655.2,79,1e-05,adam,10000,7211,2789,0.2789,72.11,72.11,6.063623359538618,16.363946374652294,0.7702841951992363,1.0055891093309652,1.0055891093309652,0.0878426138593647,0.4724162144547628,0.0,1.0055891093309652,0.8747092971358422,0.5002915777503781,0.3744177193854641,0.0464479016432215,0.1948692434006371,0.1484213417574156,0.2650841507586161,1.0084762758792567,-0.7433921251206406,0.0,0.0,0.0,0.0577,0.0927951109681569,0.035,0.0641730839750641,0.0249,0.0513825835740817,0.0877811575129439,0.0446646003562939,0.172625,0.2233333333333333,0.2503157894736842,0.1013375071271557,0.2781853788011751,0.8649799450353701,0.8560171531889822,0.8652663486360204,0.8307984708633314,0.1697672259708,0.5,0.8678844057167552,0.8678844057167552,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,gaussian_noise,3,128,-1,9600,9.37,655.2,79,1e-05,adam,10000,4767,5233,0.5233,47.67,47.67,12.36988871667534,26.56556009784225,0.5997358240354806,1.7666480076451794,1.7666480076451794,0.1653074578994105,0.8606263195306512,0.0,1.7666480076451794,0.7739566999294359,0.4410293620850726,0.3329273378443633,0.0911536297748328,0.2328578684994223,0.1417042387245894,0.5011638620750363,1.1880785524163606,-0.6869146903413244,0.0,0.0,0.0,0.0781,0.2111381454447148,0.0462,0.1592005513439007,0.0281,0.1211729193617938,0.2777720251213519,0.1076437610462578,0.44,0.483,0.5034736842105263,0.3001549475795052,0.5222221251536084,0.8100988983637308,0.7999015742626058,0.8070943538149705,0.7754376694254175,0.225951427080992,0.5,0.8116262150234964,0.8116262150234964,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,glass_blur,3,128,-1,9600,11.66,655.2,79,1e-05,adam,10000,5306,4694,0.4694,53.06,53.06,10.892541132979096,21.76495909953432,0.6361004575926811,1.600231835590744,1.600231835590744,0.1461994344545488,0.7691269419033839,0.0,1.600231835590744,0.7916729049767655,0.46024459780999,0.3314283071667754,0.0803848425220494,0.2205948807250732,0.1402100382030238,0.4466291496424477,1.1336717407394572,-0.6870425910970095,0.0,0.0,0.0,0.0732,0.1778857837181044,0.0453,0.1365280289330922,0.0288,0.1053401609363569,0.2310601014575038,0.0979261733174748,0.383,0.4274444444444444,0.4481052631578947,0.2507986781691813,0.4750287033942085,0.8138676524602307,0.8058540780982724,0.8112301137171206,0.7837790975832521,0.2171924412571823,0.5,0.8155903045502748,0.8155903045502748,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,impulse_noise,3,128,-1,9600,6.91,655.2,79,1e-05,adam,10000,5156,4844,0.4844,51.56,51.56,10.709507603123782,24.302406330223786,0.6180109182469546,1.6805678773260997,1.6805678773260997,0.1561373023747852,0.815692418101383,0.0,1.6805678773260997,0.7796356136057326,0.44597604432667,0.3336595692790626,0.087000028663376,0.2297276787695057,0.1427276501061297,0.4789870144684916,1.1740848749823054,-0.6950978605138138,0.0,0.0,0.0,0.0735,0.1865482233502538,0.0434,0.1379968203497615,0.0265,0.1050336900515259,0.2435532330760989,0.1006990515581581,0.400125,0.4432222222222222,0.4638947368421052,0.2626503781898936,0.4839247187791812,0.8116424051829012,0.8033110150745142,0.8083131643667212,0.7811142078144548,0.22002560172174,0.5,0.8128663966651698,0.8128663966651698,1e-05,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
tent,Tent,tent_cifar100,0,jpeg_compression,3,128,-1,9600,7.97,655.2,79,0.0001,adam,10000,5386,4614,0.4614,53.86,53.86,11.353133633136748,24.183860176311946,0.6477055016264319,1.5340916138948135,1.5340916138948135,0.1343521276107676,0.7126825734630066,0.0,1.5340916138948135,0.7973154635122617,0.4730632704350407,0.3242521930772209,0.0751940894048474,0.203408303115121,0.1282142137102736,0.4192364311448884,1.055227203399154,-0.6359907722542655,0.0,0.0,0.0,0.0786,0.1841180604356992,0.0457,0.1329261198371146,0.0277,0.0988226899750267,0.2235556893617692,0.0954317276702275,0.375625,0.42,0.44,0.2430488965569227,0.4611231352149698,0.8130307532041765,0.8046892189949348,0.8100119214499342,0.7812795812998139,0.2197811404319922,0.5,0.8145260449034573,0.8145260449034573,0.0001,adam,0.0,2.0,1.0,exp_relu,0.03,1e-12,0.7,0.3,0.1,0.1,0.02,0.0,0.99,0.9,0.1,0.4,1.0,0.9,0.9,0.25,0.05,False,False,False,,,
